species,lat,lon,T_cold,GDD0,P_season,TP_syn,Aridity,ISO
Mimulus aurantiacus,35.0099239336497,-120.480701002944,108,5181,97,-90,53,64
Mimulus aurantiacus,37.4641,-122.2979,91,4857,94,-93,3,55
Mimulus aurantiacus,38.6818,-121.7505,70,5796,94,-96,46,46
Mimulus aurantiacus,40.0894399990703,-121.68639,61,5172,90,-96,-51,44
Mimulus aurantiacus,37.3599,-122.1857,88,4923,94,-93,-5,55
Mimulus aurantiacus,37.0013899990929,-121.73028,86,5052,95,-94,0,55
Mimulus aurantiacus,37.49389,-122.27806,91,4974,93,-94,12,54
Mimulus aurantiacus,37.217,-122.4066,98,4605,93,-92,-9,60
Mimulus aurantiacus,38.323,-123.0243,83,4608,95,-93,-49,60
Mimulus aurantiacus,40.5118731914332,-124.111055154465,85,4356,91,-93,-75,53
Mimulus aurantiacus,38.49278,-122.00472,75,5826,95,-95,25,47
Mimulus aurantiacus,38.4228,-122.2989,76,5166,96,-93,-27,49
Mimulus aurantiacus,34.834699999115,-120.4083,103,4977,98,-90,34,62
Mimulus aurantiacus,38.83028,-121.09111,73,5787,93,-97,9,43
Mimulus aurantiacus,34.9047999991142,-120.6607,113,5010,97,-85,66,63
Mimulus aurantiacus,36.5899,-121.9341,98,4605,95,-91,16,60
Mimulus aurantiacus,37.0946,-122.0911,93,4965,95,-94,-14,58
Mimulus aurantiacus,36.5821,-121.9499,98,4620,95,-91,15,60
Mimulus aurantiacus,36.5013,-121.81,96,4638,95,-92,10,61
Mimulus aurantiacus,40.1947,-123.5529,51,4446,92,-94,-83,49
Mimulus aurantiacus,37.9991,-122.6602,85,4620,95,-90,-53,55
Mimulus aurantiacus,39.0772199990765,-122.78333,58,4902,94,-93,-18,49
Mimulus aurantiacus,37.9026,-122.1193,86,5175,95,-95,11,52
Mimulus aurantiacus,36.4813,-121.673,91,4674,95,-92,4,61
Mimulus aurantiacus,38.5864,-122.4232,70,5103,95,-93,-36,49
Mimulus aurantiacus,40.5096,-124.0938,75,4134,91,-93,-92,53
Mimulus aurantiacus,41.2996,-124.0503,75,4107,86,-93,-96,55
Mimulus aurantiacus,36.4902799990976,-121.93194,98,4539,96,-90,-6,62
Mimulus aurantiacus,34.6844999991167,-120.4366,111,5109,97,-88,58,62
Mimulus aurantiacus,39.1838899990758,-123.02361,56,4575,94,-93,-52,50
Mimulus aurantiacus,36.4185,-120.6684,60,4842,95,-94,28,51
Mimulus aurantiacus,35.3008,-120.6607,111,5340,97,-91,18,63
Mimulus aurantiacus,38.1092404607129,-122.840461874769,86,4749,94,-93,-35,58
Mimulus aurantiacus,38.555,-122.4552,71,5070,96,-94,-40,49
Mimulus aurantiacus,37.969,-122.5933,86,5010,95,-93,-44,52
Mimulus aurantiacus,38.4938,-122.1244,74,5523,95,-95,3,48
Mimulus aurantiacus,37.9311,-122.7355,88,4776,94,-92,-39,55
Mimulus aurantiacus,36.0753,-121.6066,98,4674,97,-92,12,65
Mimulus aurantiacus,35.1219,-120.5856,110,5199,98,-91,45,65
Mimulus aurantiacus,37.6849,-122.4292,93,4749,94,-89,-20,55
Mimulus aurantiacus,38.0503214067177,-120.418715539331,60,5169,93,-96,-21,46
Mimulus aurantiacus,38.5984,-122.5709,74,5193,95,-95,-38,52
Mimulus aurantiacus,37.5906,-121.9335,85,5241,95,-94,22,51
Mimulus aurantiacus,40.9149,-124.0779,83,4266,87,-94,-63,54
Mimulus aurantiacus,37.1357,-121.9848,83,4755,95,-92,-39,54
Mimulus aurantiacus,38.2509,-122.1204,78,5448,95,-96,18,51
Mimulus aurantiacus,36.5774999990968,-121.86917,101,4701,95,-92,41,59
Mimulus aurantiacus,34.9119999991141,-120.626,105,4734,96,-86,27,64
Mimulus aurantiacus,41.7982,-124.0581,76,4260,86,-94,-122,55
Mimulus aurantiacus,37.2238558532675,-122.144664659707,88,4779,95,-92,-30,55
Mimulus aurantiacus,34.5199388426376,-120.268690908656,108,5097,98,-88,30,60
Mimulus aurantiacus,34.9009257416623,-120.631703202615,103,4698,96,-86,22,64
Mimulus aurantiacus,34.7439999991161,-120.4385,110,4983,98,-88,49,63
Mimulus aurantiacus,34.6749331912175,-120.456696804581,113,5208,97,-88,66,62
Mimulus aurantiacus,34.516939035682,-120.253690539199,111,5244,98,-89,41,61
Mimulus aurantiacus,34.5569368203446,-120.404694362314,113,5127,98,-88,46,63
Mimulus aurantiacus,41.0527,-124.126,81,4182,86,-93,-76,54
Mimulus aurantiacus,38.4825,-122.7048,79,5034,94,-95,-30,56
Mimulus aurantiacus,38.0055,-122.4799,88,5223,96,-96,-31,52
Mimulus aurantiacus,36.4011,-121.8994,98,4569,96,-89,-16,62
Mimulus aurantiacus,36.5837,-121.9185,96,4581,95,-91,2,61
Mimulus aurantiacus,38.3885,-122.0636,75,5445,95,-94,2,48
Mimulus aurantiacus,38.7731,-122.3376,65,5100,95,-94,-19,47
Mimulus aurantiacus,40.9967,-124.1139,83,4185,87,-93,-71,55
Mimulus aurantiacus,40.8842,-123.9652,66,4110,88,-94,-80,52
Mimulus aurantiacus,37.54778,-122.30389,93,5076,95,-95,26,53
Mimulus aurantiacus,34.6894999991167,-120.4583,113,5097,97,-88,60,63
Mimulus aurantiacus,39.12,-123.1201,63,4737,95,-94,-53,51
Mimulus aurantiacus,40.0373,-124.0657,70,4185,93,-93,-110,51
Mimulus aurantiacus,37.16111,-122.28972,91,4551,94,-90,-36,59
Mimulus aurantiacus,39.8099999990719,-123.806,59,4053,93,-93,-105,52
Mimulus aurantiacus,36.02806,-121.54083,86,4371,95,-91,5,63
Mimulus aurantiacus,36.1837,-121.7011,95,4536,97,-91,-11,64
Mimulus aurantiacus,38.3208553286135,-122.916106425106,83,4791,95,-94,-38,60
Mimulus aurantiacus,37.4412276870115,-121.299998189003,71,5646,94,-96,75,47
Mimulus aurantiacus,37.967215316205,-122.6246051063,88,4833,94,-92,-45,54
Mimulus aurantiacus,35.263,-120.7074,113,5238,97,-90,24,65
Mimulus aurantiacus,36.4552,-121.5303,71,4260,95,-91,-16,56
Mimulus aurantiacus,36.4184,-121.6106,91,4704,95,-93,7,62
Mimulus aurantiacus,42.1438,-124.355,83,4149,83,-91,-117,56
Mimulus aurantiacus,36.4545,-121.715,98,4770,96,-93,18,62
Mimulus aurantiacus,37.868543731997,-120.615087797986,71,5751,94,-97,46,45
Mimulus aurantiacus,34.74444,-120.05917,95,5235,98,-90,25,54
Mimulus aurantiacus,38.526,-122.5557,69,4800,95,-92,-52,49
Mimulus aurantiacus,36.3429,-121.8051,91,4443,95,-90,-19,63
Mimulus aurantiacus,36.0298916113003,-121.252729998789,88,4833,96,-94,59,62
Mimulus aurantiacus,40.4416,-123.9828,79,4524,92,-94,-78,51
Mimulus aurantiacus,35.325,-120.63389,98,5124,96,-91,5,60
Mimulus aurantiacus,36.5718753622025,-121.625744876915,93,4830,94,-94,28,61
Mimulus aurantiacus,37.8947,-122.4981,96,5133,95,-93,-20,51
Mimulus aurantiacus,37.896,-122.4691,95,5058,95,-92,-24,52
Mimulus aurantiacus,35.8362,-121.392,98,4761,96,-94,106,65
Mimulus aurantiacus,40.728,-123.8552,55,4011,89,-94,-91,51
Mimulus aurantiacus,36.5919,-121.9219,96,4605,95,-91,9,60
Mimulus aurantiacus,36.5895,-121.8967,100,4695,95,-92,40,60
Mimulus aurantiacus,36.0193999991023,-121.0677,76,4767,96,-94,42,58
Mimulus aurantiacus,37.66667,-122.4,96,4836,94,-90,-4,54
Mimulus aurantiacus,34.7264999991163,-120.332,108,5181,98,-89,48,62
Mimulus aurantiacus,39.7384195559197,-123.816446822969,70,4332,92,-95,-81,53
Mimulus aurantiacus,37.725,-122.495,101,4851,94,-86,13,53
Mimulus aurantiacus,34.493499999119,-120.3818,105,4839,98,-86,21,61
Mimulus aurantiacus,37.7798,-122.4518,101,4953,94,-88,-1,53
Mimulus aurantiacus,35.0908,-120.463,103,5124,97,-91,29,62
Mimulus aurantiacus,37.7123,-122.4749,101,4866,94,-87,8,53
Mimulus aurantiacus,37.7384518789813,-122.43584783669,100,4920,94,-88,4,53
Mimulus aurantiacus,37.7145427704687,-122.391576523725,101,5112,95,-91,31,51
Mimulus aurantiacus,37.2523347028304,-122.20604640613,88,4791,95,-93,-21,56
Mimulus aurantiacus,34.7479303727585,-120.567700091142,111,4905,96,-83,65,62
Mimulus aurantiacus,38.3560908846799,-120.934111444146,75,5799,92,-97,33,45
Mimulus aurantiacus,38.35333,-122.22167,76,5295,95,-94,-13,49
Mimulus aurantiacus,38.2570736162151,-120.850238213946,73,5805,92,-96,31,44
Mimulus aurantiacus,40.2658,-123.8464,69,4614,92,-94,-87,48
Mimulus aurantiacus,40.2599,-123.9671,50,3615,91,-92,-117,51
Mimulus aurantiacus,37.42167,-122.20833,90,5061,94,-94,21,54
Mimulus aurantiacus,38.8237,-120.8942,68,5430,93,-96,-20,44
Mimulus aurantiacus,38.0227,-122.0691,83,5382,95,-96,36,51
Mimulus aurantiacus,38.8901,-122.3138,65,5316,94,-94,5,48
Mimulus aurantiacus,36.91667,-121.6,88,5193,94,-95,32,57
Mimulus aurantiacus,39.7975,-123.8184,65,4263,93,-94,-96,52
Mimulus aurantiacus,37.9014,-122.6096,86,4608,95,-89,-49,54
Mimulus aurantiacus,38.3102,-122.3057,81,5328,95,-96,2,54
Mimulus aurantiacus,37.79861,-122.48056,100,4947,94,-88,0,52
Mimulus aurantiacus,34.7259999991163,-120.493,111,4977,97,-86,61,62
Mimulus aurantiacus,39.028803325265,-122.628209555693,55,4698,93,-93,-26,48
Mimulus aurantiacus,38.4192,-122.3437,79,5433,95,-96,-1,53
Mimulus aurantiacus,38.6185,-122.8409,83,5253,96,-96,-40,55
Mimulus aurantiacus,38.0452,-120.4645,64,5313,93,-97,-8,47
Mimulus aurantiacus,34.5819349718172,-120.561698155378,103,4626,97,-82,21,63
Mimulus aurantiacus,34.5289383808836,-120.297691657165,111,5142,98,-88,37,61
Mimulus aurantiacus,36.9799999990931,-121.9345,96,5022,95,-96,2,60
Mimulus aurantiacus,42.0048,-124.2066,85,4272,84,-92,-114,56
Mimulus aurantiacus,37.7528,-122.4476,95,4821,94,-90,-17,54
Mimulus aurantiacus,37.09667,-122.27333,96,4731,94,-94,-13,60
Mimulus aurantiacus,37.2326,-122.1486,86,4725,95,-91,-34,55
Mimulus aurantiacus,36.90833,-121.65,93,5181,93,-96,39,59
Mimulus aurantiacus,38.7736160863974,-122.90380231991,64,4701,95,-93,-53,50
Mimulus aurantiacus,40.260077567372,-124.109051270698,59,3663,92,-92,-119,52
Mimulus aurantiacus,38.8984,-122.254,70,5571,93,-95,27,48
Mimulus aurantiacus,38.6041,-122.5913,75,5256,95,-95,-32,53
Mimulus aurantiacus,38.09441,-120.40028,64,5364,93,-96,-7,47
Mimulus aurantiacus,38.5154182339067,-122.08045999631,74,5658,95,-95,14,48
Mimulus aurantiacus,38.9330114557882,-123.072708373818,66,4812,95,-93,-47,51
Mimulus aurantiacus,36.541,-121.9119,101,4713,95,-92,28,60
Mimulus aurantiacus,38.6798323637047,-121.170761192253,75,5853,92,-97,30,43
Mimulus aurantiacus,39.1978,-123.7644,79,4089,92,-91,-56,60
Mimulus aurantiacus,39.7215900533547,-123.795236093254,66,4224,93,-94,-88,53
Mimulus aurantiacus,37.7526,-122.471,98,4860,94,-89,-7,53
Mimulus aurantiacus,34.489399999119,-120.225,116,5358,98,-89,50,60
Mimulus aurantiacus,39.3885015987477,-123.186417390848,56,4398,94,-93,-65,52
Mimulus aurantiacus,36.3774,-121.5613,85,4608,95,-92,1,60
Mimulus aurantiacus,38.5138,-122.0966,75,5721,95,-95,19,48
Mimulus aurantiacus,38.4389,-122.174,75,5358,95,-94,-9,48
Mimulus aurantiacus,37.0956,-121.878,81,4824,95,-92,-31,53
Mimulus aurantiacus,36.7112,-121.6247,98,5073,94,-94,65,61
Mimulus aurantiacus,36.6859958909722,-121.210006839849,81,5346,93,-94,74,54
Mimulus aurantiacus,41.1361,-124.078,71,3996,87,-94,-89,56
Mimulus aurantiacus,38.1618472075278,-120.650742356216,68,5511,93,-97,5,46
Mimulus aurantiacus,36.2268,-121.7625,96,4512,96,-90,-19,64
Mimulus aurantiacus,38.5321,-123.0031,83,4881,95,-95,-49,58
Mimulus aurantiacus,38.7992,-120.8901,69,5589,92,-97,-7,44
Mimulus aurantiacus,37.8496836954329,-121.914687436106,83,5316,95,-93,20,47
Mimulus aurantiacus,37.8067024414141,-122.183663003197,91,5082,95,-93,3,54
Mimulus aurantiacus,38.7296,-121.0669,73,5763,93,-97,13,43
Mimulus aurantiacus,38.7573,-121.0455,73,5727,93,-97,7,43
Mimulus aurantiacus,36.4794809749349,-121.194934015218,74,4872,94,-93,27,55
Mimulus aurantiacus,35.4645,-120.6664,88,5121,97,-92,18,58
Mimulus aurantiacus,36.237,-121.7705,98,4602,97,-90,-26,64
Mimulus aurantiacus,38.7099428975742,-121.031058343293,70,5553,93,-96,-4,44
Mimulus aurantiacus,35.4608,-120.6783,90,5109,97,-93,19,58
Mimulus aurantiacus,34.5284393155708,-120.172188828466,106,5157,98,-88,25,57
Mimulus aurantiacus,38.0545340425407,-122.550494580167,86,5001,95,-93,-39,53
Mimulus aurantiacus,37.12653,-122.12055,91,4926,95,-94,-15,57
Mimulus aurantiacus,34.4699999991192,-119.707,98,5352,98,-89,15,53
Mimulus aurantiacus,37.8726,-122.2442,93,5067,95,-93,-2,53
Mimulus aurantiacus,39.1949965641675,-123.041701339665,63,4881,95,-94,-46,50
Mimulus aurantiacus,39.2998,-123.2925,68,4629,94,-94,-62,54
Mimulus aurantiacus,38.10081,-122.85639,86,4758,94,-93,-32,58
Mimulus aurantiacus,38.2653,-122.0047,75,5538,96,-96,32,48
Mimulus aurantiacus,36.3957,-121.5695,86,4638,95,-92,2,60
Mimulus aurantiacus,37.7386217254624,-122.454108252251,96,4815,94,-89,-13,54
Mimulus aurantiacus,38.4859437583158,-122.691523558193,75,4971,95,-94,-48,54
Mimulus aurantiacus,38.0915501069332,-122.92855362981,90,4668,94,-92,-37,59
Mimulus aurantiacus,38.3859,-122.7163,81,5010,95,-95,-18,58
Mimulus aurantiacus,38.6491099977351,-122.739736874993,79,5265,95,-95,-35,53
Mimulus aurantiacus,38.2618246125568,-120.713745105302,69,5493,93,-97,0,46
Mimulus aurantiacus,37.8944982878107,-122.456080331939,98,5193,95,-94,-6,51
Mimulus aurantiacus,38.2918440684711,-120.703745260048,65,5343,93,-97,-12,46
Mimulus aurantiacus,41.7645226538799,-124.186746728658,83,4209,84,-91,-108,56
Mimulus aurantiacus,36.5709,-121.9405,101,4665,95,-91,26,60
Mimulus aurantiacus,36.058,-121.5904,105,4905,96,-93,42,64
Mimulus aurantiacus,39.1670018076151,-123.659224987368,79,4245,92,-93,-53,58
Mimulus aurantiacus,37.4190514350443,-122.140007028567,91,5205,95,-96,48,54
Mimulus aurantiacus,38.6338058800828,-120.851973167118,64,5184,93,-96,-29,45
Mimulus aurantiacus,37.3832,-122.1671,91,5067,94,-94,16,55
Mimulus aurantiacus,42.0528,-124.2828,83,4179,83,-92,-116,56
Mimulus aurantiacus,36.2702,-121.8072,101,4632,97,-90,-35,63
Mimulus aurantiacus,38.9713645979221,-122.611688381072,58,4992,94,-94,-4,49
Mimulus aurantiacus,38.362,-123.0116,81,4608,95,-93,-55,60
Mimulus aurantiacus,37.3561,-122.2114,90,4839,94,-93,-14,55
Mimulus aurantiacus,37.8200743303042,-120.671618495274,73,5856,94,-97,64,45
Mimulus aurantiacus,37.8343018246423,-122.1851833963,86,5043,94,-92,-7,51
Mimulus aurantiacus,36.5437,-121.8955,103,4740,95,-92,33,60
Mimulus aurantiacus,39.1194088941757,-122.941207981133,60,4887,95,-94,-32,49
Mimulus aurantiacus,35.4226,-120.7638,90,4866,97,-92,10,60
Mimulus aurantiacus,36.5557,-121.9113,98,4638,96,-91,21,60
Mimulus aurantiacus,39.8515,-123.7412,54,4014,93,-93,-104,51
Mimulus aurantiacus,37.7981,-122.1625,88,5079,95,-93,0,52
Mimulus aurantiacus,35.3028136320324,-120.816711828543,113,5010,97,-87,41,65
Mimulus aurantiacus,35.3028145746105,-120.691709012381,98,5004,96,-92,2,62
Mimulus aurantiacus,35.2162171287279,-120.655907237242,110,5202,97,-89,17,64
Mimulus aurantiacus,38.2231639210734,-120.900448940436,74,5841,93,-97,44,45
Mimulus aurantiacus,38.1920277760671,-122.949995458791,86,4689,94,-93,-38,59
Mimulus aurantiacus,37.9583,-121.8804,79,5361,94,-94,29,48
Mimulus aurantiacus,38.459838869393,-120.919252451613,70,5667,92,-96,14,45
Mimulus aurantiacus,35.9844909393249,-121.486734736512,98,4779,96,-94,57,65
Mimulus aurantiacus,36.8862,-121.5692,88,5223,93,-96,42,57
Mimulus aurantiacus,37.8326,-121.8095,81,5322,94,-93,22,46
Mimulus aurantiacus,39.2256,-123.206,74,5061,94,-94,-41,52
Mimulus aurantiacus,36.5090803980387,-121.177033963396,81,5256,94,-93,55,55
Mimulus aurantiacus,40.5595,-124.0509,81,4368,91,-94,-72,53
Mimulus aurantiacus,40.5372,-124.0601,81,4398,91,-93,-72,52
Mimulus aurantiacus,41.7878,-124.0627,76,4236,86,-93,-122,54
Mimulus aurantiacus,38.4585719342743,-122.97683966619,76,4638,95,-93,-68,56
Mimulus aurantiacus,39.551193867656,-123.723281968732,75,4281,91,-96,-56,56
Mimulus aurantiacus,37.1851,-122.3811,96,4575,93,-92,-16,61
Mimulus aurantiacus,37.4757274736289,-121.229717012904,73,5787,93,-96,93,47
Mimulus aurantiacus,38.3448412243527,-120.920850990128,73,5775,92,-97,30,45
Mimulus aurantiacus,36.5765,-121.9683,103,4713,96,-91,24,60
Mimulus aurantiacus,37.0632001620376,-122.07152098972,91,4905,95,-94,-20,58
Mimulus aurantiacus,37.9808803905234,-120.732181934795,69,5589,94,-97,26,45
Mimulus aurantiacus,37.8958872458754,-122.578863131775,90,4851,94,-91,-39,54
Mimulus aurantiacus,38.3338926343221,-120.773817432872,66,5388,93,-96,-9,46
Mimulus aurantiacus,37.4958673420005,-121.189706348813,73,5841,93,-97,97,47
Mimulus aurantiacus,37.425,-122.1736,90,5160,94,-95,36,54
Mimulus aurantiacus,37.1194596515591,-121.972259450379,85,4875,95,-92,-35,54
Mimulus aurantiacus,39.3303777082471,-123.765959744485,74,3984,91,-93,-64,59
Mimulus aurantiacus,37.0093924995857,-121.936567270074,93,5004,96,-95,-6,60
Mimulus aurantiacus,37.1949551880111,-122.309468014255,93,4602,94,-92,-24,60
Mimulus aurantiacus,37.39139,-121.63056,71,4857,94,-93,6,46
Mimulus aurantiacus,38.6689325511453,-121.17466113821,75,5847,92,-97,30,43
Mimulus aurantiacus,40.3531,-123.9258,73,4509,92,-94,-87,50
Mimulus aurantiacus,38.4679,-123.0109,85,4812,94,-95,-45,60
Mimulus aurantiacus,41.163,-124.1257,81,4143,86,-93,-85,55
Mimulus aurantiacus,38.1726,-122.8997,86,4722,94,-93,-37,59
Mimulus aurantiacus,37.3413071980786,-121.643494772992,66,4614,94,-93,5,45
Mimulus aurantiacus,38.9091,-123.6923,86,4194,92,-90,-55,60
Mimulus aurantiacus,38.2951329579865,-120.833558318996,70,5613,93,-97,12,45
Mimulus aurantiacus,35.4362,-120.8849,108,5019,96,-91,78,63
Mimulus aurantiacus,38.7897306327144,-121.113601324765,73,5772,93,-97,11,43
Mimulus aurantiacus,36.2658299990998,-121.83806,103,4680,97,-88,-37,64
Mimulus aurantiacus,37.91241,-122.58506,86,4713,94,-91,-44,54
Mimulus aurantiacus,38.07098,-122.85875,85,4578,95,-91,-52,58
Mimulus aurantiacus,38.221113660915,-120.938139787531,74,5829,94,-97,45,45
Mimulus aurantiacus,37.9921950465493,-122.591754691852,86,5073,96,-94,-42,52
Mimulus aurantiacus,37.6284512877231,-121.577356895739,75,5511,93,-95,59,48
Mimulus aurantiacus,38.113550127957,-122.869312584663,86,4698,94,-93,-37,58
Mimulus aurantiacus,40.8614689126892,-123.936456546133,64,4056,89,-94,-85,52
Mimulus aurantiacus,35.563999999107,-121.08,105,4995,96,-95,164,64
Mimulus aurantiacus,37.8378542959698,-121.872566322092,81,5334,94,-93,24,47
Mimulus aurantiacus,36.5078,-121.7694,101,4788,95,-93,30,61
Mimulus aurantiacus,34.7089319422977,-120.499698139511,111,5037,97,-87,65,63
Mimulus aurantiacus,40.5504710307279,-124.278959585808,80,3960,91,-89,-95,55
Mimulus aurantiacus,37.1113,-121.9864,86,4971,95,-94,-22,55
Mimulus aurantiacus,34.5324380041311,-120.335792551075,113,5139,98,-88,40,62
Mimulus aurantiacus,36.3704999990988,-121.807,63,3870,95,-87,-37,56
Mimulus aurantiacus,36.5671,-121.8924,96,4605,95,-92,10,61
Mimulus aurantiacus,41.2241,-124.0851,75,4041,86,-93,-92,55
Mimulus aurantiacus,37.8221922490274,-122.165682795631,88,5088,95,-93,1,52
Mimulus aurantiacus,34.6844999991167,-120.6025,116,5040,97,-84,72,63
Mimulus aurantiacus,36.5344800264393,-121.146033564007,81,5313,94,-93,63,55
Mimulus aurantiacus,36.1007902593299,-121.198329602793,83,4866,95,-94,51,60
Mimulus aurantiacus,39.4044,-123.3931,60,4233,94,-93,-75,55
Mimulus aurantiacus,37.6287016831459,-121.527515759755,75,5568,92,-96,69,48
Mimulus aurantiacus,38.1506,-120.8153,73,5721,92,-97,29,45
Mimulus aurantiacus,37.891,-121.8,75,5466,93,-96,60,48
Mimulus aurantiacus,37.8702330695751,-121.936588201823,85,5301,94,-91,15,46
Mimulus aurantiacus,37.957,-122.777,90,4719,94,-92,-41,56
Mimulus aurantiacus,35.0774,-120.43123,101,5148,97,-91,32,61
Mimulus aurantiacus,37.3192526284197,-122.272918764725,91,4782,94,-93,-3,57
Mimulus aurantiacus,34.6166999991175,-120.6282,115,4944,97,-81,63,62
Mimulus aurantiacus,34.5927999991178,-120.4693,113,5001,98,-86,48,63
Mimulus aurantiacus,37.41,-122.1535,90,5175,94,-95,38,53
Mimulus aurantiacus,37.1689,-122.2208,90,4668,95,-92,-31,58
Mimulus aurantiacus,36.9751657627093,-121.627749854346,81,4989,94,-93,1,53
Mimulus aurantiacus,35.0239248683491,-120.304697186226,108,5406,97,-92,51,61
Mimulus aurantiacus,39.1155,-122.7959,54,4542,94,-93,-39,48
Mimulus aurantiacus,41.8459,-123.9816,70,4263,87,-94,-127,53
Mimulus aurantiacus,34.6389341788387,-120.456696414942,115,5211,97,-89,62,63
Mimulus aurantiacus,40.3526,-124.0095,74,4350,92,-93,-96,51
Mimulus aurantiacus,39.2236,-123.7676,81,4116,92,-92,-53,60
Mimulus aurantiacus,34.4179999991199,-119.6675,118,5703,98,-90,52,57
Mimulus aurantiacus,40.324874858472,-124.285756282643,85,4197,93,-90,-107,55
Mimulus aurantiacus,38.1839,-120.8894,73,5799,93,-97,40,45
Mimulus aurantiacus,40.5062,-124.2919,60,3378,90,-89,-120,54
Mimulus aurantiacus,34.5857999991179,-120.4942,108,4836,98,-85,36,63
Mimulus aurantiacus,37.4406,-122.3235,85,4521,94,-89,-36,54
Mimulus aurantiacus,34.7319999991162,-120.4225,106,4935,98,-89,37,62
Mimulus aurantiacus,40.0908,-123.7987,66,4707,93,-94,-86,48
Mimulus aurantiacus,38.8048,-123.0132,81,5310,95,-94,-40,52
Mimulus aurantiacus,38.978,-122.8394,60,4953,94,-94,-22,49
Mimulus aurantiacus,38.52,-122.3119,74,5316,95,-94,-18,50
Mimulus aurantiacus,37.8417,-120.5257,68,5562,94,-97,23,46
Mimulus aurantiacus,39.7872,-123.5465,50,4038,93,-93,-91,52
Mimulus aurantiacus,41.8453,-123.9217,60,4101,88,-94,-122,51
Mimulus aurantiacus,41.2442,-124.0867,78,4137,86,-93,-91,55
Mimulus aurantiacus,41.2571,-124.0987,78,4125,86,-93,-92,55
Mimulus aurantiacus,39.8219,-123.6539,60,4410,93,-94,-92,51
Mimulus aurantiacus,37.8816230069662,-121.91385783086,74,4818,94,-91,-13,44
Mimulus aurantiacus,39.3071978737911,-123.798470147524,78,4077,91,-92,-52,60
Mimulus aurantiacus,37.9975,-121.8078,74,5550,93,-97,71,47
Mimulus aurantiacus,37.9562,-122.5738,88,4971,94,-93,-42,53
Mimulus aurantiacus,37.6482,-122.0584,90,5328,94,-97,45,51
Mimulus aurantiacus,41.7056039597162,-124.138574649614,74,3966,86,-92,-120,56
Mimulus aurantiacus,37.106,-122.105,93,4956,95,-94,-14,58
Mimulus aurantiacus,39.4233172636373,-123.611637580347,70,4221,92,-95,-65,56
Mimulus aurantiacus,39.4266,-123.7989,76,4086,91,-93,-51,59
Mimulus aurantiacus,37.2672558993646,-122.015362282566,91,5322,96,-95,22,53
Mimulus aurantiacus,37.88361,-120.15194,65,5532,93,-97,9,46
Mimulus aurantiacus,36.0008,-121.1945,85,4839,96,-94,61,61
Mimulus aurantiacus,38.7565,-121.1469,74,5826,93,-97,20,43
Mimulus aurantiacus,40.8041,-124.1646,88,4191,87,-92,-55,54
Mimulus aurantiacus,38.7792,-121.1507,75,5820,93,-97,18,43
Mimulus aurantiacus,37.9225,-121.92528,80,5352,94,-96,38,49
Mimulus aurantiacus,39.0483,-122.9229,60,4944,94,-94,-25,49
Mimulus aurantiacus,37.8457,-122.2298,93,5079,95,-94,4,53
Mimulus aurantiacus,36.0863,-121.1777,83,4878,96,-94,55,60
Mimulus aurantiacus,38.6665,-121.1486,75,5829,93,-97,28,43
Mimulus aurantiacus,38.6698326463566,-121.160760827294,75,5847,92,-97,30,43
